NIK,Nama_KK,Domisili,Tanggal_Lahir,Pekerjaan,Umur,KSE,KSE_Score,KSE_Details
320085345134890000,Asirwada Kuswoyo,Padang,16/10/1975,Tidak Bekerja,49,"P1,P3,P5,P6",4,"Score: 4/6 - P1,P3,P5,P6"
320082651220602000,Racel Setiawan,Banjarmasin,23/01/1975,Petani,50,"P1,P3,P4,P5,P6",5,"Score: 5/6 - P1,P3,P4,P5,P6"
320056190713256000,Nurul Wibowo,Semarang,15/08/1965,Tidak Bekerja,59,"P1,P3,P5,P6",4,"Score: 4/6 - P1,P3,P5,P6"
320028951312724000,Nadine Idayanto,Manado,22/01/1988,Tidak Bekerja,37,"P1,P3,P4,P6",4,"Score: 4/6 - P1,P3,P4,P6"
320042621147706000,Tami Marpaung,Malang,29/11/1991,Buruh,33,"P1,P3,P4,P5",4,"Score: 4/6 - P1,P3,P4,P5"
320042779691793000,Betania Widiastuti,Banjarmasin,13/01/1992,Wiraswasta,33,"P1,P4,P5",3,"Score: 3/6 - P1,P4,P5"
320027861028094000,Sutan Danuja Nasiruddin,Medan,27/04/1976,Tidak Bekerja,49,"P1,P3,P5,P6",4,"Score: 4/6 - P1,P3,P5,P6"
320011926910473000,Empluk Gunarto,Palu,02/07/1990,Tidak Bekerja,35,"P1,P3,P6",3,"Score: 3/6 - P1,P3,P6"
320048915285009000,Tasdik Narpati,Kendari,23/02/1979,Wiraswasta,46,"P1,P2,P5,P6",4,"Score: 4/6 - P1,P2,P5,P6"
320041933089271000,Vino Sitorus,Malang,09/01/1987,Karyawan,38,"P1,P3,P5,P6",4,"Score: 4/6 - P1,P3,P5,P6"
320001703724612000,Jabal Marbun,Manokwari,22/06/1997,Petani,28,"P1,P4,P6",3,"Score: 3/6 - P1,P4,P6"
320053280403539000,Jelita Mandasari,Malang,15/06/1974,Karyawan,51,"P1,P2",2,"Score: 2/6 - P1,P2"
320025438098722000,Rati Tamrin,Balikpapan,27/11/1955,Buruh,69,"P1,P3,P5,P6",4,"Score: 4/6 - P1,P3,P5,P6"
320015214708127000,Siska Winarsi,Jayapura,16/11/1982,Wiraswasta,42,"P1,P4,P5,P6",4,"Score: 4/6 - P1,P4,P5,P6"
320054977459400000,Nova Kusumo.,Balikpapan,24/07/1981,Petani,43,"P1,P3,P4,P5",4,"Score: 4/6 - P1,P3,P4,P5"
320067047272052000,Kajen Widodo,Medan,03/09/1974,Karyawan,50,"P1,P6",2,"Score: 2/6 - P1,P6"
320017454193329000,Teddy Firgantoro,Jambi,26/02/1983,Tidak Bekerja,42,"P1,P4,P5,P6",4,"Score: 4/6 - P1,P4,P5,P6"
320070358013272000,Galar Puspasari,Bengkulu,16/12/1997,Wiraswasta,27,"P1,P3,P5",3,"Score: 3/6 - P1,P3,P5"
320036131171910000,Rmila Budiman,Bandung,17/02/1977,Wiraswasta,48,"P1,P3,P4,P5,P6",5,"Score: 5/6 - P1,P3,P4,P5,P6"
320038104559598000,Intan Simanjuntak,Padang,29/11/1995,Karyawan,29,"P1,P3,P4,P6",4,"Score: 4/6 - P1,P3,P4,P6"
320097102985501000,Agnes Yuniar,Pontianak,18/07/1984,Tidak Bekerja,40,"P1,P4,P6",3,"Score: 3/6 - P1,P4,P6"
320063098633819000,Vera Marpaung,Bogor,02/03/1987,Wiraswasta,38,"P1,P5,P6",3,"Score: 3/6 - P1,P5,P6"
320026082571625000,Zalindra Laksmiwati,Samarinda,25/03/1970,Buruh,55,"P1,P2,P5,P6",4,"Score: 4/6 - P1,P2,P5,P6"
320073976245891000,Janet Salaudin,Lampung,22/07/1956,Wiraswasta,68,"P1,P3,P5,P6",4,"Score: 4/6 - P1,P3,P5,P6"
320069482551820000,Limar Sinaga,Jambi,16/01/1963,Karyawan,62,"P1,P6",2,"Score: 2/6 - P1,P6"
320037950626292000,Irfan Sudiati,Palembang,19/09/1978,Wiraswasta,46,"P1,P3,P4,P5",4,"Score: 4/6 - P1,P3,P4,P5"
320047865644556000,Bakiman Idayat,Pekanbaru,10/08/1988,Petani,36,"P1,P3,P4,P5",4,"Score: 4/6 - P1,P3,P4,P5"
320089746017145000,Nilam Ardiansya,Malang,07/08/1980,Buruh,44,"P1,P4,P5,P6",4,"Score: 4/6 - P1,P4,P5,P6"
320015005478644000,Lalita Firmansya,Manokwari,27/06/1974,Buruh,51,"P1,P3,P4,P5,P6",5,"Score: 5/6 - P1,P3,P4,P5,P6"
320005204195151000,Marwata Narpati,Pekanbaru,20/06/1955,Karyawan,70,"P1,P2,P5,P6",4,"Score: 4/6 - P1,P2,P5,P6"
320032212447260000,Taufan Wacana,Malang,10/10/1972,Petani,52,"P1,P3,P5",3,"Score: 3/6 - P1,P3,P5"
320033618992366000,Tina Melani,Surabaya,18/12/1984,Petani,40,"P1,P3,P5",3,"Score: 3/6 - P1,P3,P5"
320026061451687000,Zizi Anggraini,Banjarmasin,08/08/1998,Buruh,26,"P1,P3,P4,P5",4,"Score: 4/6 - P1,P3,P4,P5"
320018674081859000,Jono Nasyia,Gorontalo,13/01/1965,Buruh,60,"P1,P3,P5",3,"Score: 3/6 - P1,P3,P5"
320018015085831000,Gani Kusumo,Bogor,25/06/1986,Karyawan,39,"P1,P3,P5,P6",4,"Score: 4/6 - P1,P3,P5,P6"
320085198176006000,Dia Natsir,Gorontalo,19/12/1975,Tidak Bekerja,49,"P1,P5",2,"Score: 2/6 - P1,P5"
320046961586697000,Klukman Siotang,Jambi,19/04/1963,Wiraswasta,62,"P1,P4,P6",3,"Score: 3/6 - P1,P4,P6"
320076697842774000,Ida Firgantoro,Palu,26/01/1978,Karyawan,47,"P1,P5,P6",3,"Score: 3/6 - P1,P5,P6"
320085557367285000,Jasmin Gunawan,Surabaya,14/06/1992,Karyawan,33,"P1,P3,P4,P6",4,"Score: 4/6 - P1,P3,P4,P6"
320001590280479000,Jarwi Permadi,Surabaya,04/01/1961,Petani,64,"P1,P3,P5,P6",4,"Score: 4/6 - P1,P3,P5,P6"
320056445144421000,Elvina Nurdiyanti,Medan,01/07/1964,Petani,61,"P1,P3,P5,P6",4,"Score: 4/6 - P1,P3,P5,P6"
320052065074672000,Gabriella Marpaung,Balikpapan,28/04/1955,Buruh,70,"P1,P3,P5",3,"Score: 3/6 - P1,P3,P5"
320007491610661000,Tgkirsad Mansur,Palembang,30/05/1956,Tidak Bekerja,69,"P1,P3,P4",3,"Score: 3/6 - P1,P3,P4"
320047399860691000,Puput Nasiruddin,Bogor,04/08/1961,Buruh,63,"P1,P2,P5",3,"Score: 3/6 - P1,P2,P5"
320073772097214000,Karima Tamrin,Kendari,12/05/1986,Buruh,39,"P1,P3,P5,P6",4,"Score: 4/6 - P1,P3,P5,P6"
320065018859733000,Padmi Santoso,Bogor,05/06/1992,Tidak Bekerja,33,"P1,P3,P6",3,"Score: 3/6 - P1,P3,P6"
320026019567702000,Fara Ardiansya,Pontianak,07/08/1963,Buruh,61,"P1,P2",2,"Score: 2/6 - P1,P2"
320068276368964000,Lalita Wayudin,Jambi,08/04/1987,Karyawan,38,"P1,P3,P4,P6",4,"Score: 4/6 - P1,P3,P4,P6"
320010747793356000,Karima Budiman,Balikpapan,07/07/1972,Wiraswasta,52,"P1,P4,P5,P6",4,"Score: 4/6 - P1,P4,P5,P6"
320071384585105000,Luung Andriani,Banjarmasin,06/06/1984,Wiraswasta,41,"P1,P4,P5,P6",4,"Score: 4/6 - P1,P4,P5,P6"
320098789827837000,Yoga Kusumo,Pekanbaru,13/08/1957,Tidak Bekerja,67,"P1,P3,P5,P6",4,"Score: 4/6 - P1,P3,P5,P6"
320057532489833000,Paris Artati,Kendari,09/10/1963,Wiraswasta,61,"P1,P4,P6",3,"Score: 3/6 - P1,P4,P6"
320058269193425000,Kamila Sudiati,Manokwari,08/08/1977,Buruh,47,"P1,P2",2,"Score: 2/6 - P1,P2"
320047016799814000,Janet Safitri,Gorontalo,19/02/1995,Karyawan,30,"P1,P3,P6",3,"Score: 3/6 - P1,P3,P6"
320077303751288000,Tgkpurwanto Siombing,Semarang,17/12/1974,Petani,50,"P1,P2,P6",3,"Score: 3/6 - P1,P2,P6"
320041790272481000,Capa Abibi,Gorontalo,13/09/1985,Wiraswasta,39,"P1,P2,P4,P5",4,"Score: 4/6 - P1,P2,P4,P5"
320026292311532000,Sara Maulana,Palu,16/02/1986,Buruh,39,"P1,P2,P6",3,"Score: 3/6 - P1,P2,P6"
320089512914542000,Puti Mala Suwarno,Jambi,22/01/1974,Karyawan,51,"P1,P2,P6",3,"Score: 3/6 - P1,P2,P6"
320006488436291000,Jamalia Mandasari,Medan,24/12/1984,Petani,40,"P1,P3,P5,P6",4,"Score: 4/6 - P1,P3,P5,P6"
320098227040594000,Ari Raayu,Jambi,25/03/1989,Wiraswasta,36,"P1,P3,P5,P6",4,"Score: 4/6 - P1,P3,P5,P6"
320052052720780000,Nilam Pradipta,Bogor,12/11/1959,Tidak Bekerja,65,"P1,P3,P4,P5,P6",5,"Score: 5/6 - P1,P3,P4,P5,P6"
320086312170141000,Aswani Prastuti,Palangka Raya,17/04/1979,Tidak Bekerja,46,"P1,P2,P5,P6",4,"Score: 4/6 - P1,P2,P5,P6"
320067022293209000,Aslijan Waluyo.,Manokwari,10/06/1968,Karyawan,57,"P1,P2",2,"Score: 2/6 - P1,P2"
320047821617434000,Elma Nainggolan,Semarang,03/02/1967,Karyawan,58,"P1,P2,P5,P6",4,"Score: 4/6 - P1,P2,P5,P6"
320025703355735000,Bajragin Tamba,Yogyakarta,05/05/1967,Petani,58,"P1,P5,P6",3,"Score: 3/6 - P1,P5,P6"
320039489174458000,Jamil Rajata,Manado,13/06/1963,Petani,62,"P1,P3,P5,P6",4,"Score: 4/6 - P1,P3,P5,P6"
320074143139011000,Putri Wastuti,Gorontalo,29/06/1979,Petani,46,"P1,P4",2,"Score: 2/6 - P1,P4"
320073987068397000,Tgkpia Kuswoyo,Bogor,11/09/1991,Buruh,33,"P1,P4,P6",3,"Score: 3/6 - P1,P4,P6"
320003815077097000,Yoga Maeswara,Lampung,07/03/1960,Tidak Bekerja,65,"P1,P5,P6",3,"Score: 3/6 - P1,P5,P6"
320009712581131000,Cut Ica Irawan,Yogyakarta,10/12/1963,Tidak Bekerja,61,"P1,P2,P3",3,"Score: 3/6 - P1,P2,P3"
320020292586470000,Talia Winarsi,Yogyakarta,25/06/1962,Petani,63,"P1,P3,P4,P5,P6",5,"Score: 5/6 - P1,P3,P4,P5,P6"
320056915826046000,Cakrajiya Nasiruddin,Malang,05/10/1980,Petani,44,"P1,P3,P4,P5,P6",5,"Score: 5/6 - P1,P3,P4,P5,P6"
320010723329491000,Rafi Januar,Merauke,19/01/1993,Petani,32,"P1,P3,P4,P6",4,"Score: 4/6 - P1,P3,P4,P6"
320073972455378000,Jarwi Saputra,Bogor,27/09/1978,Buruh,46,"P1,P3,P5,P6",4,"Score: 4/6 - P1,P3,P5,P6"
320073724872764000,Bakidin Nugroo,Malang,11/02/1999,Tidak Bekerja,26,"P1,P4,P5,P6",4,"Score: 4/6 - P1,P4,P5,P6"
320021042945101000,Jaswadi Siregar,Gorontalo,04/10/1977,Petani,47,"P1,P3,P5",3,"Score: 3/6 - P1,P3,P5"
320052317926102000,Jayadi Laksita,Pontianak,13/03/1996,Tidak Bekerja,29,"P1,P3,P5,P6",4,"Score: 4/6 - P1,P3,P5,P6"
320089936119834000,Uli Yulianti,Bengkulu,29/04/1966,Buruh,59,"P1,P5,P6",3,"Score: 3/6 - P1,P5,P6"
320034143186495000,Kalim Najmudin,Jayapura,23/03/1959,Wiraswasta,66,"P1,P4,P6",3,"Score: 3/6 - P1,P4,P6"
320009899715395000,Tgkgina Anggriawan,Gorontalo,23/05/1985,Petani,40,"P1,P3,P5",3,"Score: 3/6 - P1,P3,P5"
320041302623817000,Samia Raayu,Bandung,14/04/1999,Tidak Bekerja,26,"P1,P3,P5,P6",4,"Score: 4/6 - P1,P3,P5,P6"
320006737971951000,Gadu Yuliarti,Samarinda,17/04/1986,Karyawan,39,"P1,P4,P5,P6",4,"Score: 4/6 - P1,P4,P5,P6"
320005324322005000,Zamira Marbun,Manokwari,13/12/1966,Tidak Bekerja,58,"P1,P2,P5",3,"Score: 3/6 - P1,P2,P5"
320016836317245000,Sutan Gamanto Suartini,Jambi,11/06/1969,Karyawan,56,"P1,P3,P5,P6",4,"Score: 4/6 - P1,P3,P5,P6"
320036587593986000,Madinata Susanti,Palembang,08/10/1996,Wiraswasta,28,"P1,P3,P4,P6",4,"Score: 4/6 - P1,P3,P4,P6"
320094413246557000,Cici Zulkarnain,Balikpapan,20/08/1971,Petani,53,"P1,P2,P6",3,"Score: 3/6 - P1,P2,P6"
320097367174081000,Eko Siotang,Semarang,14/09/1996,Tidak Bekerja,28,"P1,P3,P4,P5,P6",5,"Score: 5/6 - P1,P3,P4,P5,P6"
320047285414594000,Tami Tamba,Kendari,11/02/1970,Tidak Bekerja,55,"P1,P4,P6",3,"Score: 3/6 - P1,P4,P6"
320079167997856000,Ciaobella Mardiya,Palembang,14/03/1962,Buruh,63,"P1,P3,P6",3,"Score: 3/6 - P1,P3,P6"
320099451139783000,Vivi Siregar,Palu,08/11/1971,Petani,53,"P1,P3,P5,P6",4,"Score: 4/6 - P1,P3,P5,P6"
320064242256225000,Suci Mustofa,Bogor,15/04/1964,Buruh,61,"P1,P5,P6",3,"Score: 3/6 - P1,P5,P6"
320017806209677000,Gasti Kusmawati,Bandung,23/05/1972,Karyawan,53,"P1,P5,P6",3,"Score: 3/6 - P1,P5,P6"
320049154497313000,Kayun Situmorang,Pekanbaru,03/02/1962,Petani,63,"P1,P2,P5",3,"Score: 3/6 - P1,P2,P5"
320080203365735000,Dinda Salaudin,Jayapura,18/02/1993,Petani,32,"P1,P5,P6",3,"Score: 3/6 - P1,P5,P6"
320049501660732000,Karja Kuswoyo,Pekanbaru,07/04/1976,Buruh,49,"P1,P6",2,"Score: 2/6 - P1,P6"
320085051640622000,Tami Wibowo,Palembang,05/07/1969,Karyawan,56,"P1,P3,P5",3,"Score: 3/6 - P1,P3,P5"
320075771278198000,Rusman Putra,Bandung,02/09/1991,Karyawan,33,"P1,P2,P3",3,"Score: 3/6 - P1,P2,P3"
320075137391278000,Janet Uwais,Bandung,30/05/1999,Karyawan,26,"P1,P3,P4,P5,P6",5,"Score: 5/6 - P1,P3,P4,P5,P6"
320061313751321000,Kasirwanda Lestari,Yogyakarta,09/07/1970,Buruh,54,"P1,P3,P5,P6",4,"Score: 4/6 - P1,P3,P5,P6"
320049314732416000,Cakrawala Waskita,Samarinda,15/06/1984,Buruh,41,"P1,P3,P4",3,"Score: 3/6 - P1,P3,P4"
320069808312731000,Janet Aryanto,Jayapura,15/09/1993,Petani,31,"P1,P3,P5,P6",4,"Score: 4/6 - P1,P3,P5,P6"
320034505129760000,Tari Puspita,Banjarmasin,11/01/1994,Wiraswasta,31,"P1,P4,P6",3,"Score: 3/6 - P1,P4,P6"
320011903689477000,Nilam Damanik,Manado,18/08/1968,Buruh,56,"P1,P3,P4,P6",4,"Score: 4/6 - P1,P3,P4,P6"
320038151996945000,Ade Wacana,Medan,10/02/1974,Petani,51,"P1,P3,P4,P5,P6",5,"Score: 5/6 - P1,P3,P4,P5,P6"
320097385095785000,Ellis Manullang,Sorong,17/09/1980,Wiraswasta,44,"P1,P2,P5",3,"Score: 3/6 - P1,P2,P5"
320000742144477000,Safina Salaudin,Pekanbaru,27/03/1982,Wiraswasta,43,"P1,P4,P5",3,"Score: 3/6 - P1,P4,P5"
320023492662587000,Tami Suryono,Malang,12/11/1955,Wiraswasta,69,"P1,P3,P5,P6",4,"Score: 4/6 - P1,P3,P5,P6"
320050792397084000,Ardi Agustina,Kendari,18/03/1987,Karyawan,38,"P1,P2,P6",3,"Score: 3/6 - P1,P2,P6"
320081073029039000,Julia Lailasari,Lampung,30/05/1962,Tidak Bekerja,63,"P1,P3,P5,P6",4,"Score: 4/6 - P1,P3,P5,P6"
320040079097432000,Keisa Sinaga,Medan,04/01/1993,Wiraswasta,32,"P1,P3,P4,P6",4,"Score: 4/6 - P1,P3,P4,P6"
320029643684560000,Lanjar Andayani,Balikpapan,27/03/1972,Tidak Bekerja,53,"P1,P2,P6",3,"Score: 3/6 - P1,P2,P6"
320071485914213000,Puti Puspa Nasiruddin,Samarinda,03/04/1996,Karyawan,29,"P1,P5,P6",3,"Score: 3/6 - P1,P5,P6"
320025662061025000,Damar Marbun,Yogyakarta,25/04/1995,Petani,30,"P1,P5,P6",3,"Score: 3/6 - P1,P5,P6"
320010449019578000,Sutan Viktor Simanjuntak,Yogyakarta,09/07/1957,Tidak Bekerja,67,"P1,P5",2,"Score: 2/6 - P1,P5"
320029548426078000,Tgkcinta Anggriawan,Pontianak,05/04/1957,Petani,68,"P1,P2",2,"Score: 2/6 - P1,P2"
320028422513659000,Fara Siombing,Pekanbaru,08/08/1956,Karyawan,68,"P1,P3,P5,P6",4,"Score: 4/6 - P1,P3,P5,P6"
320008981648392000,Ratna Widodo,Kendari,30/06/1964,Tidak Bekerja,61,"P1,P3,P5",3,"Score: 3/6 - P1,P3,P5"
320084288356733000,Mujur Astuti,Balikpapan,24/06/2000,Wiraswasta,25,"P1,P3,P5,P6",4,"Score: 4/6 - P1,P3,P5,P6"
320026737271174000,Melinda Siombing,Bengkulu,17/12/1975,Wiraswasta,49,"P1,P4,P5,P6",4,"Score: 4/6 - P1,P4,P5,P6"
320092745330928000,Qori Gunarto,Jayapura,13/02/1994,Tidak Bekerja,31,"P1,P2",2,"Score: 2/6 - P1,P2"
320084054616430000,Paiman Anggriawan,Lampung,08/11/1999,Petani,25,"P1,P5",2,"Score: 2/6 - P1,P5"
320034903101227000,Eka Sitorus,Padang,12/07/1973,Wiraswasta,51,"P1,P5,P6",3,"Score: 3/6 - P1,P5,P6"
320071061269023000,Yusuf Simanjuntak,Jayapura,11/09/1973,Tidak Bekerja,51,"P1,P3,P5",3,"Score: 3/6 - P1,P3,P5"
320029437733187000,Rrini Mayasari,Makassar,17/12/1962,Petani,62,"P1,P3,P6",3,"Score: 3/6 - P1,P3,P6"
320059055169685000,Kasim Widodo,Manado,23/07/1967,Karyawan,57,"P1,P3,P5,P6",4,"Score: 4/6 - P1,P3,P5,P6"
320093795398310000,Cut Gina Putra,Manokwari,16/04/1968,Karyawan,57,"P1,P3,P4",3,"Score: 3/6 - P1,P3,P4"
320080929455756000,Sabrina Adriansya,Pekanbaru,30/09/1991,Tidak Bekerja,33,"P1,P3,P5,P6",4,"Score: 4/6 - P1,P3,P5,P6"
320092777206498000,Kprayoga Tampubolon,Jayapura,11/02/1957,Tidak Bekerja,68,"P1,P3,P4,P5",4,"Score: 4/6 - P1,P3,P4,P5"
320016736632150000,Irfan Waskita,Bogor,04/05/2000,Karyawan,25,"P1,P3,P4,P6",4,"Score: 4/6 - P1,P3,P4,P6"
320038281231656000,Darmana Pangestu,Pekanbaru,01/10/1997,Wiraswasta,27,"P1,P5,P6",3,"Score: 3/6 - P1,P5,P6"
320006563833983000,Silvia Nurdiyanti,Yogyakarta,21/03/1956,Karyawan,69,"P1,P2,P5",3,"Score: 3/6 - P1,P2,P5"
320090594089543000,Puspa Siotang,Palembang,12/04/1963,Karyawan,62,"P1,P5",2,"Score: 2/6 - P1,P5"
320009142614080000,Ulya Winarno,Bandung,23/11/1982,Wiraswasta,42,"P1,P4",2,"Score: 2/6 - P1,P4"
320068801430657000,Mariadi Oktaviani,Samarinda,02/09/1973,Wiraswasta,51,"P1,P3,P4,P5",4,"Score: 4/6 - P1,P3,P4,P5"
320040617920222000,Arsanto Artati,Manado,06/01/1973,Wiraswasta,52,"P1,P2",2,"Score: 2/6 - P1,P2"
320072651023115000,Umar Megantara,Bandung,05/10/1996,Karyawan,28,"P1,P3,P4,P5,P6",5,"Score: 5/6 - P1,P3,P4,P5,P6"
320092009858704000,Alika Susanti,Lampung,12/04/1988,Karyawan,37,"P1,P2",2,"Score: 2/6 - P1,P2"
320098937701799000,Balidin Yolanda,Banjarmasin,06/04/1978,Tidak Bekerja,47,"P1,P3,P5,P6",4,"Score: 4/6 - P1,P3,P5,P6"
320026307319345000,Ayu Abibi,Gorontalo,10/02/1960,Wiraswasta,65,"P1,P3,P4,P6",4,"Score: 4/6 - P1,P3,P4,P6"
320068607340050000,Ida Usama,Medan,22/07/1955,Wiraswasta,69,"P1,P5,P6",3,"Score: 3/6 - P1,P5,P6"
320066817399783000,Puti Rati Ardianto,Kendari,05/12/1968,Buruh,56,"P1,P2,P5,P6",4,"Score: 4/6 - P1,P2,P5,P6"
320094183589450000,Dadap Fujiati,Medan,29/09/1999,Buruh,25,"P1,P3,P5,P6",4,"Score: 4/6 - P1,P3,P5,P6"
320051527504732000,Yance Aryanti,Manokwari,11/08/1958,Karyawan,66,"P1,P3,P4,P5,P6",5,"Score: 5/6 - P1,P3,P4,P5,P6"
320024529036247000,Eman Irawan,Pontianak,15/02/1960,Petani,65,"P1,P3,P5,P6",4,"Score: 4/6 - P1,P3,P5,P6"
320044198140495000,Najib Saragi,Padang,22/01/1992,Buruh,33,"P1,P6",2,"Score: 2/6 - P1,P6"
320088057220428000,Laswi Wasita,Palangka Raya,18/01/1957,Karyawan,68,"P1,P4,P6",3,"Score: 3/6 - P1,P4,P6"
320025256290361000,Karya Damanik,Malang,29/01/1975,Tidak Bekerja,50,"P1,P5,P6",3,"Score: 3/6 - P1,P5,P6"
320016605991285000,Lala Maryati,Pekanbaru,16/11/1955,Buruh,69,"P1,P3,P4",3,"Score: 3/6 - P1,P3,P4"
320030355829814000,Almira Usada,Samarinda,01/10/1967,Tidak Bekerja,57,"P1,P4,P6",3,"Score: 3/6 - P1,P4,P6"
320099866018964000,Kamidin Santoso,Jayapura,22/04/1955,Tidak Bekerja,70,"P1,P5,P6",3,"Score: 3/6 - P1,P5,P6"
320027393762364000,Diana Fujiati,Surabaya,07/05/1960,Karyawan,65,"P1,P5,P6",3,"Score: 3/6 - P1,P5,P6"
320023334057645000,Alim Wastuti,Jayapura,10/09/1995,Buruh,29,"P1,P4,P5,P6",4,"Score: 4/6 - P1,P4,P5,P6"
320022088612800000,Jagaraga Akim,Banjarmasin,09/04/1987,Tidak Bekerja,38,"P1,P3",2,"Score: 2/6 - P1,P3"
320082647212918000,Raayu Sudiati,Palu,06/12/1988,Tidak Bekerja,36,"P1,P3,P4,P5",4,"Score: 4/6 - P1,P3,P4,P5"
320079149785068000,Joko Utasoit.,Sorong,16/11/1955,Karyawan,69,"P1,P3,P4,P6",4,"Score: 4/6 - P1,P3,P4,P6"
320048378329216000,Sutan Mursinin Nasiruddin,Makassar,13/12/1956,Buruh,68,"P1,P3,P5,P6",4,"Score: 4/6 - P1,P3,P5,P6"
320065489093315000,Cayono Widiastuti,Semarang,16/08/1973,Wiraswasta,51,"P1,P5,P6",3,"Score: 3/6 - P1,P5,P6"
320027774846301000,Salima Abibi,Balikpapan,14/02/1976,Buruh,49,"P1,P5,P6",3,"Score: 3/6 - P1,P5,P6"
320098931434765000,Karta Laksmiwati,Makassar,18/01/1985,Wiraswasta,40,"P1,P3,P4,P5,P6",5,"Score: 5/6 - P1,P3,P4,P5,P6"
320077349993907000,Eka Utama,Jayapura,16/01/1962,Buruh,63,"P1,P3,P4,P5",4,"Score: 4/6 - P1,P3,P4,P5"
320012642532979000,Adika Prakasa,Lampung,17/11/1997,Petani,27,"P1,P3,P5,P6",4,"Score: 4/6 - P1,P3,P5,P6"
320035867762587000,Vivi Usada,Manado,02/03/1967,Tidak Bekerja,58,"P1,P3,P5",3,"Score: 3/6 - P1,P3,P5"
320098775891305000,Zizi Januar,Balikpapan,02/03/1987,Buruh,38,"P1,P5,P6",3,"Score: 3/6 - P1,P5,P6"
320014766954672000,Sutan Jono Nasyia,Bengkulu,01/04/1967,Tidak Bekerja,58,"P1,P2,P6",3,"Score: 3/6 - P1,P2,P6"
320096574258357000,Tomi Januar,Pekanbaru,21/06/1999,Petani,26,"P1,P5,P6",3,"Score: 3/6 - P1,P5,P6"
320041861544454000,Edi Purwanti,Makassar,03/05/1967,Petani,58,"P1,P3,P5,P6",4,"Score: 4/6 - P1,P3,P5,P6"
320092730757789000,Patricia Mangunsong,Bogor,03/04/1964,Karyawan,61,"P2,P6",2,"Score: 2/6 - P2,P6"
320022079495686000,Galur Andriani,Kendari,10/08/1987,Buruh,37,"P1,P6",2,"Score: 2/6 - P1,P6"
320006499168722000,Farunnisa Utasoit,Padang,09/09/1981,Buruh,43,"P1,P3,P6",3,"Score: 3/6 - P1,P3,P6"
320039052198796000,Kani Ardianto,Palangka Raya,26/06/1992,Tidak Bekerja,33,"P1,P4,P5",3,"Score: 3/6 - P1,P4,P5"
320014838604833000,Sutan Daliono Prakasa,Padang,08/11/1967,Petani,57,"P1,P2,P5",3,"Score: 3/6 - P1,P2,P5"
320050147812030000,Nurul Palastri,Depok,12/05/1976,Tidak Bekerja,49,"P1,P4,P5,P6",4,"Score: 4/6 - P1,P4,P5,P6"
320084488443524000,Sari Suryatmi,Bengkulu,18/12/1987,Petani,37,"P1,P5,P6",3,"Score: 3/6 - P1,P5,P6"
320032511094960000,Paulin Budiman,Malang,11/09/1988,Petani,36,"P1,P3,P4,P5,P6",5,"Score: 5/6 - P1,P3,P4,P5,P6"
320016771377441000,Ika Budiman,Sorong,13/01/1967,Karyawan,58,"P1,P3,P4",3,"Score: 3/6 - P1,P3,P4"
320060256043779000,Tedi Mandasari,Bekasi,16/04/1987,Petani,38,"P1,P4,P5",3,"Score: 3/6 - P1,P4,P5"
320099609870774000,Rangga Yulianti,Yogyakarta,25/08/1978,Petani,46,"P1,P3,P4,P6",4,"Score: 4/6 - P1,P3,P4,P6"
320077134244031000,Paiman Uwais,Palangka Raya,18/04/1973,Karyawan,52,"P1,P2,P5",3,"Score: 3/6 - P1,P2,P5"
320057447383702000,Laswi Lestari,Padang,28/02/1957,Tidak Bekerja,68,"P1,P5,P6",3,"Score: 3/6 - P1,P5,P6"
320046254165743000,Wardaya Siotang.,Surabaya,13/02/1955,Karyawan,70,"P1,P3,P5,P6",4,"Score: 4/6 - P1,P3,P5,P6"
320028479299214000,Tgkwani Mardiya,Banjarmasin,04/06/1955,Wiraswasta,70,"P1,P2,P3",3,"Score: 3/6 - P1,P2,P3"
320004658191465000,Raisa Raayu,Bengkulu,03/02/1963,Petani,62,"P1,P3,P6",3,"Score: 3/6 - P1,P3,P6"
320062128691967000,Kiandra Ardianto,Jambi,28/04/1974,Karyawan,51,"P1,P5,P6",3,"Score: 3/6 - P1,P5,P6"
320076934933838000,Ardi Sitompul,Makassar,03/03/1976,Petani,49,"P1,P5,P6",3,"Score: 3/6 - P1,P5,P6"
320097201033697000,Gabriella Ramawati,Manado,25/01/1999,Petani,26,"P1,P5",2,"Score: 2/6 - P1,P5"
320004932012745000,Restu Adriansya,Sorong,05/10/1963,Buruh,61,"P1,P3,P4,P5,P6",5,"Score: 5/6 - P1,P3,P4,P5,P6"
320042550679039000,Puji Nasiruddin,Palembang,01/10/1991,Tidak Bekerja,33,"P1,P3,P6",3,"Score: 3/6 - P1,P3,P6"
320018041417160000,Sutan Jayadi Irawan,Sorong,30/08/1967,Wiraswasta,57,"P1,P3,P4,P5",4,"Score: 4/6 - P1,P3,P4,P5"
320073981216661000,Cintia Lazuardi,Samarinda,04/05/1988,Karyawan,37,"P1,P2",2,"Score: 2/6 - P1,P2"
320002521069825000,Rama Firgantoro,Makassar,28/02/1987,Wiraswasta,38,"P1,P3,P5",3,"Score: 3/6 - P1,P3,P5"
320099349845941000,Paris Samosir,Palu,05/12/1995,Karyawan,29,"P1,P3,P4",3,"Score: 3/6 - P1,P3,P4"
